time,value
9.839271832316309318e-05,7.616518481493012027e-01
9.925581234354171538e-05,7.539384647854454613e-01
1.001189063639203376e-04,9.337728193211133343e-01
1.009820003842989598e-04,7.413267441511326439e-01
1.018450944046775820e-04,7.073639366831455666e-01
1.027081884250562042e-04,7.070479877486525178e-01
1.035712824454348264e-04,6.682651330618087915e-01
1.044343764658134486e-04,8.279863043280708546e-01
1.052974704861920843e-04,6.932809393137064902e-01
1.061605645065707065e-04,7.203858647797007908e-01
1.070236585269493287e-04,6.836305038712218174e-01
1.078867525473279509e-04,6.545908767775052706e-01
1.087498465677065731e-04,7.688638670974504707e-01
1.096129405880851953e-04,7.552666503554519295e-01
1.104760346084638175e-04,7.327798080944166736e-01
1.113391286288424397e-04,6.644520771001618531e-01
1.122022226492210619e-04,8.119231694101100016e-01
1.130653166695996841e-04,6.518220013198778862e-01
1.139284106899783198e-04,8.664117026046245229e-01
1.147915047103569420e-04,6.452506496657336443e-01
1.156545987307355642e-04,8.925761387534449920e-01
1.165176927511141864e-04,7.215900428721379045e-01
1.173807867714928086e-04,5.755844903078963792e-01
1.182438807918714308e-04,7.761615704133566496e-01
1.191069748122500530e-04,7.098608787818556642e-01
1.199700688326286752e-04,6.080841464149409070e-01
1.208331628530072974e-04,8.552311891727090165e-01
1.216962568733859332e-04,7.689443931147222910e-01
1.225593508937645418e-04,7.101871408142668152e-01
1.234224449141431640e-04,8.577645836402086887e-01
1.242855389345217862e-04,7.080040455977484326e-01
1.251486329549004084e-04,7.694346289100315595e-01
1.260117269752790577e-04,8.033295276452234734e-01
1.268748209956576799e-04,8.778813022465029592e-01
1.277379150160363021e-04,8.112208599299972622e-01
1.286010090364149243e-04,8.008242217862404644e-01
1.294641030567935465e-04,7.462730526070558978e-01
1.303271970771721687e-04,6.873626210936804037e-01
1.311902910975507909e-04,8.125204523930336098e-01
1.320533851179294131e-04,6.247911945867727912e-01
1.329164791383080353e-04,6.923394242388587472e-01
1.337795731586866575e-04,7.100848257629170934e-01
1.346426671790652797e-04,6.628338360999366241e-01
1.355057611994439019e-04,7.402168269434452608e-01
1.363688552198225241e-04,5.951717476439766230e-01
1.372319492402011463e-04,6.393915770941549503e-01
1.380950432605797685e-04,6.820887904546224512e-01
1.389581372809583907e-04,6.606679155781006729e-01
1.398212313013370129e-04,8.535303381348543494e-01
1.406843253217156351e-04,6.535962514934594569e-01
1.415474193420942573e-04,6.653923503360542613e-01
1.424105133624728795e-04,7.838547644595376118e-01
1.432736073828515288e-04,5.693153379680724324e-01
1.441367014032301510e-04,7.185143466445921279e-01
1.449997954236087732e-04,7.484661907856067220e-01
1.458628894439873954e-04,6.917837012990866175e-01
1.467259834643660176e-04,7.692303566512093127e-01
1.475890774847446398e-04,7.057119612756144189e-01
1.484521715051232620e-04,7.141256892011240698e-01
1.493152655255018842e-04,8.430078678405708015e-01
1.501783595458805064e-04,5.998031465363531378e-01
1.510414535662591286e-04,5.627684157602377280e-01
1.519045475866377508e-04,6.285764604441342884e-01
1.527676416070163730e-04,7.826927086496051622e-01
1.536307356273949952e-04,7.606412141410797689e-01
1.544938296477736174e-04,8.702231711856713847e-01
1.553569236681522395e-04,7.707114421201870513e-01
1.562200176885308617e-04,6.842243100874280115e-01
1.570831117089094839e-04,7.035121813466044260e-01
1.579462057292881061e-04,6.715231788259652390e-01
1.588092997496667283e-04,8.318885308539453183e-01
1.596723937700453776e-04,6.140289484531962216e-01
1.605354877904239998e-04,9.365821367519305829e-01
1.613985818108026220e-04,9.207695163364060242e-01
1.622616758311812442e-04,7.891431653080468456e-01
1.631247698515598664e-04,8.226211234175812015e-01
1.639878638719384886e-04,6.052012830134032573e-01
1.648509578923171108e-04,5.669570445361634681e-01
1.657140519126957330e-04,8.459508266758195560e-01
1.665771459330743552e-04,7.514339649100665319e-01
1.674402399534529774e-04,6.695576333190074170e-01
1.683033339738315996e-04,7.850525047745261498e-01
1.691664279942102218e-04,6.866094062155733146e-01
1.700295220145888440e-04,6.559304631857814094e-01
1.708926160349674662e-04,8.294372288464432197e-01
1.717557100553460884e-04,6.959057834532811349e-01
1.726188040757247106e-04,8.739034285319596806e-01
1.734818980961033328e-04,7.286671923030628717e-01
1.743449921164819550e-04,4.648115653764375299e-01
1.752080861368605772e-04,7.298811174952372083e-01
1.760711801572391994e-04,8.246117377056156883e-01
1.769342741776178487e-04,7.758603458672389541e-01
1.777973681979964709e-04,7.784204417136177945e-01
1.786604622183750931e-04,7.418471129557085986e-01
1.795235562387537153e-04,7.073269248593436753e-01
1.803866502591323375e-04,6.671985402825221234e-01
1.812497442795109597e-04,6.558301753521057487e-01
1.821128382998895819e-04,9.808152003917018913e-01
1.829759323202682041e-04,7.284318230053050680e-01
1.838390263406468263e-04,6.923751939039473058e-01
1.847021203610254485e-04,6.507089627355144845e-01
1.855652143814040707e-04,7.805551011647241522e-01
1.864283084017826929e-04,9.782119586630368957e-01
1.872914024221613151e-04,6.694484312942103887e-01
1.881544964425399373e-04,7.409590832169955510e-01
1.890175904629185595e-04,7.863385965538235434e-01
1.898806844832971817e-04,6.360506909782087659e-01
1.907437785036758039e-04,6.407210937696915520e-01
1.916068725240544261e-04,7.993666821854663596e-01
1.924699665444330483e-04,6.605056558762005814e-01
1.933330605648116976e-04,7.780015280859493565e-01
1.941961545851903198e-04,5.667141843097756038e-01
1.950592486055689420e-04,6.603341524308716792e-01
1.959223426259475642e-04,5.537965222271235000e-01
1.967854366463261864e-04,7.990202666450900715e-01
1.976485306667048086e-04,7.162775609270441990e-01
1.985116246870834308e-04,6.439085600539919962e-01
1.993747187074620530e-04,6.818656747307771937e-01
2.002378127278406751e-04,7.973095640525800221e-01
2.011009067482192973e-04,7.515831500668653797e-01
2.019640007685979195e-04,7.281702577586184333e-01
2.028270947889765417e-04,6.876019356472540256e-01
2.036901888093551639e-04,5.984646847262438119e-01
2.045532828297337861e-04,8.035845542089559146e-01
2.054163768501124083e-04,7.645613795376409172e-01
2.062794708704910305e-04,8.897342192801960259e-01
2.071425648908696527e-04,6.166533406118799299e-01
2.080056589112482749e-04,7.762957244290576986e-01
2.088687529316268971e-04,7.534270951826046447e-01
2.097318469520055464e-04,7.417639105915156961e-01
2.105949409723841686e-04,6.488570226432809340e-01
2.114580349927627908e-04,8.355470439272811856e-01
2.123211290131414130e-04,8.336563813636767017e-01
2.131842230335200352e-04,6.962504419545033629e-01
2.140473170538986574e-04,7.790692788074427000e-01
2.149104110742772796e-04,6.164760932189941034e-01
2.157735050946559018e-04,5.230556432267212674e-01
2.166365991150345240e-04,7.776614026383900091e-01
2.174996931354131462e-04,7.680453679451895166e-01
2.183627871557917684e-04,8.433691575029995668e-01
2.192258811761703906e-04,8.214014777079109431e-01
2.200889751965490128e-04,7.306174294151132065e-01
2.209520692169276350e-04,6.084602148999006532e-01
2.218151632373062572e-04,6.850588805121341496e-01
2.226782572576848794e-04,8.764065952887127864e-01
2.235413512780635016e-04,6.256734301487283378e-01
2.244044452984421238e-04,7.188113228686944245e-01
2.252675393188207460e-04,7.505543690585845251e-01
2.261306333391993682e-04,6.736294602586540003e-01
2.269937273595780175e-04,7.291391807723497376e-01
2.278568213799566397e-04,6.922471128261170614e-01
2.287199154003352619e-04,6.249969614765973347e-01
2.295830094207138841e-04,6.933449269428979544e-01
2.304461034410925063e-04,7.327358972182251851e-01
2.313091974614711285e-04,6.318682691755150849e-01
2.321722914818497507e-04,5.823825414083523277e-01
2.330353855022283729e-04,8.648505826137442565e-01
2.338984795226069951e-04,6.941370326121967249e-01
2.347615735429856173e-04,8.301736066171703232e-01
2.356246675633642395e-04,7.823981803291982784e-01
2.364877615837428617e-04,5.852070924914167804e-01
2.373508556041214839e-04,7.442544043006473764e-01
2.382139496245001061e-04,8.379115876039522348e-01
2.390770436448787283e-04,5.308082075310143200e-01
2.399401376652573505e-04,6.285756352810384362e-01
2.408032316856359727e-04,6.935391484786606053e-01
2.416663257060145949e-04,6.945479036325573619e-01
2.425294197263932171e-04,6.368993160390872266e-01
2.433925137467718664e-04,8.014019463366998108e-01
2.442556077671504886e-04,8.069499041282292007e-01
2.451187017875290836e-04,8.582170384890430714e-01
2.459817958079077329e-04,7.996136754050207074e-01
2.468448898282863280e-04,6.063924383530050477e-01
2.477079838486649773e-04,6.866074224200233722e-01
2.485710778690435724e-04,7.257387770736002386e-01
2.494341718894222217e-04,6.786505912039749733e-01
2.502972659098008168e-04,7.308168063692074279e-01
2.511603599301794661e-04,5.785704528879003217e-01
2.520234539505581154e-04,6.467185123691230331e-01
2.528865479709367105e-04,8.368158385059403237e-01
2.537496419913153598e-04,6.177601098748991548e-01
2.546127360116939549e-04,8.220556650775796559e-01
2.554758300320726042e-04,6.690315768488692694e-01
2.563389240524511993e-04,8.375975809313800369e-01
2.572020180728298486e-04,8.715786850403132169e-01
2.580651120932084437e-04,6.247053294914182153e-01
2.589282061135870930e-04,7.443371116163243206e-01
2.597913001339656881e-04,7.669045136427737885e-01
2.606543941543443374e-04,7.049480696683461112e-01
2.615174881747229325e-04,8.950240749770347337e-01
2.623805821951015818e-04,6.685584368451247261e-01
2.632436762154801769e-04,7.229533428005915363e-01
2.641067702358588262e-04,7.946714598058381984e-01
2.649698642562374213e-04,8.026364457800891916e-01
2.658329582766160706e-04,7.566085238278071889e-01
2.666960522969946657e-04,6.321752279332414348e-01
2.675591463173733150e-04,6.710582693759066242e-01
2.684222403377519643e-04,8.377076523354176629e-01
2.692853343581305594e-04,7.536318142817463039e-01
2.701484283785092087e-04,7.998324129583521680e-01
2.710115223988878038e-04,7.616547312678905168e-01
2.718746164192664531e-04,6.099664039178752661e-01
2.727377104396450482e-04,7.553998879740428940e-01
2.736008044600236975e-04,7.264777315497175092e-01
2.744638984804022926e-04,6.707310745991028611e-01
2.753269925007809419e-04,7.710697117203075823e-01
2.761900865211595370e-04,7.491520366399430086e-01
2.770531805415381863e-04,7.098276885037093642e-01
2.779162745619167814e-04,7.868417561365251833e-01
2.787793685822954307e-04,8.962037703821708057e-01
2.796424626026740258e-04,7.081008225985281346e-01
2.805055566230526751e-04,7.055531285905204397e-01
2.813686506434312702e-04,7.751238342084324495e-01
2.822317446638099195e-04,6.736196237872745796e-01
2.830948386841885146e-04,9.034609067969042728e-01
2.839579327045671639e-04,6.810339092837857100e-01
2.848210267249457590e-04,8.455993588880238443e-01
2.856841207453244083e-04,8.538029405158269469e-01
2.865472147657030576e-04,6.343396971120196515e-01
2.874103087860816527e-04,8.209359888738781974e-01
2.882734028064603020e-04,7.250283142468372244e-01
2.891364968268388970e-04,6.987835922521592469e-01
2.899995908472175464e-04,8.251116044777278002e-01
2.908626848675961414e-04,8.421265590897818454e-01
2.917257788879747907e-04,7.391847752462598065e-01
2.925888729083533858e-04,7.987823168550169939e-01
2.934519669287320351e-04,4.913894205135007631e-01
2.943150609491106302e-04,6.843856809956692100e-01
2.951781549694892795e-04,7.233720587120779921e-01
2.960412489898678746e-04,7.916632365610589694e-01
2.969043430102465239e-04,8.282194064240923081e-01
2.977674370306251190e-04,7.289027032783823579e-01
2.986305310510037683e-04,5.855726760414914356e-01
2.994936250713823634e-04,7.245652707744364429e-01
3.003567190917610127e-04,8.101547593666950098e-01
3.012198131121396078e-04,8.567609234555095821e-01
3.020829071325182571e-04,6.699204072321573999e-01
3.029460011528969064e-04,8.312049041470457311e-01
3.038090951732755015e-04,8.240827616817538726e-01
3.046721891936541508e-04,7.983377776190604402e-01
3.055352832140327459e-04,6.365729636572003969e-01
3.063983772344113952e-04,6.555844219091991887e-01
3.072614712547899903e-04,6.523966063883511746e-01
3.081245652751686396e-04,7.905075463458022256e-01
3.089876592955472347e-04,7.747046327436095670e-01
3.098507533159258840e-04,8.364132282517030559e-01
3.107138473363044791e-04,7.433986003871125847e-01
3.115769413566831284e-04,7.562640388563618421e-01
3.124400353770617235e-04,7.723170506316660022e-01
3.133031293974403728e-04,7.474279342711022123e-01
3.141662234178189679e-04,6.000139293759532144e-01
3.150293174381976172e-04,6.714215096319298137e-01
3.158924114585762123e-04,7.810259333296211137e-01
3.167555054789548616e-04,7.741606345422255009e-01
3.176185994993334567e-04,7.003271313010986932e-01
3.184816935197121060e-04,7.811642416027415603e-01
3.193447875400907553e-04,6.136227361781241285e-01
3.202078815604693504e-04,6.432979747280441751e-01
3.210709755808479997e-04,6.004154250653126468e-01
3.219340696012265948e-04,6.176097190688654148e-01
3.227971636216052441e-04,7.401947272086845109e-01
3.236602576419838392e-04,9.672563343965603355e-01
3.245233516623624885e-04,6.618651249840301620e-01
3.253864456827410836e-04,6.626241166208532984e-01
3.262495397031197329e-04,6.236694465376528829e-01
3.271126337234983280e-04,8.251016600442390159e-01
3.279757277438769773e-04,8.374571699694506322e-01
3.288388217642555724e-04,6.547595729127027031e-01
3.297019157846342217e-04,7.258740509528880391e-01
3.305650098050128168e-04,8.116473240520565291e-01
3.314281038253914661e-04,5.277210933143059446e-01
3.322911978457700611e-04,6.821821502452942720e-01
3.331542918661487104e-04,6.996891222274778110e-01
3.340173858865273055e-04,6.739891992526990672e-01
3.348804799069059548e-04,6.395950172511798426e-01
3.357435739272846041e-04,5.786470921558800606e-01
3.366066679476631992e-04,8.462686864189779001e-01
3.374697619680418485e-04,6.724137684635969059e-01
3.383328559884204436e-04,7.465912369027583040e-01
3.391959500087990929e-04,7.795062970218226139e-01
3.400590440291776880e-04,8.953022328885951175e-01
3.409221380495563373e-04,6.377636428359684251e-01
3.417852320699349324e-04,6.277649822596049756e-01
3.426483260903135817e-04,4.615590085774695650e-01
3.435114201106921768e-04,7.325816380165979247e-01
3.443745141310708261e-04,9.353788106742266795e-01
3.452376081514494212e-04,6.058723337695479660e-01
3.461007021718280705e-04,6.143606330832880325e-01
3.469637961922066656e-04,5.713687322898403087e-01
3.478268902125853149e-04,7.050007901349395478e-01
3.486899842329639100e-04,7.101220764695304055e-01
3.495530782533425593e-04,7.367453403175623361e-01
3.504161722737211544e-04,7.581415631692842716e-01
3.512792662940998037e-04,7.330151266966610235e-01
3.521423603144783988e-04,6.485371476777123112e-01
3.530054543348570481e-04,8.242276581946226255e-01
3.538685483552356974e-04,6.763104630973191256e-01
3.547316423756142925e-04,4.767335437460967773e-01
3.555947363959929418e-04,6.815594783436330628e-01
3.564578304163715369e-04,6.677448963859869968e-01
3.573209244367501862e-04,5.221819439804546992e-01
3.581840184571287813e-04,5.250142255581632389e-01
3.590471124775074306e-04,5.694457356903663836e-01
3.599102064978860257e-04,7.365239544539883276e-01
3.607733005182646750e-04,8.147465198873322656e-01
3.616363945386432701e-04,6.342300852922276855e-01
3.624994885590219194e-04,6.026617141068302264e-01
3.633625825794005145e-04,7.207377645145742751e-01
3.642256765997791638e-04,8.515510436024670282e-01
3.650887706201577589e-04,5.593057343603441423e-01
3.659518646405364082e-04,7.923579791240797920e-01
3.668149586609150033e-04,6.174089428142626179e-01
3.676780526812936526e-04,7.337545496297968040e-01
3.685411467016722477e-04,8.196503226718117041e-01
3.694042407220508970e-04,8.688003947844989971e-01
3.702673347424295463e-04,7.509552969981865278e-01
3.711304287628081414e-04,6.923746235553372985e-01
3.719935227831867907e-04,8.444926823210674449e-01
3.728566168035653858e-04,6.681070024677260299e-01
3.737197108239440351e-04,7.646418152012874891e-01
3.745828048443226302e-04,6.436013674004584795e-01
3.754458988647012795e-04,7.156347650489148782e-01
3.763089928850798745e-04,6.934944013789899886e-01
3.771720869054585239e-04,9.961582811641305213e-01
3.780351809258371189e-04,6.787272797694777760e-01
3.788982749462157682e-04,7.576122938755250891e-01
3.797613689665943633e-04,5.688272613623488461e-01
3.806244629869730126e-04,8.488420826741888137e-01
3.814875570073516077e-04,5.812851714619197141e-01
3.823506510277302570e-04,6.560027912849205611e-01
3.832137450481088521e-04,9.173625341868667515e-01
3.840768390684875014e-04,7.578734570970115936e-01
3.849399330888660965e-04,5.554920233802442819e-01
3.858030271092447458e-04,7.746600859172121378e-01
3.866661211296233951e-04,8.028116037261965321e-01
3.875292151500019902e-04,8.301619329793035185e-01
3.883923091703806395e-04,6.963606011381654470e-01
3.892554031907592346e-04,5.937455180997609494e-01
3.901184972111378839e-04,7.035489604576566913e-01
3.909815912315164790e-04,7.978977083489013911e-01
3.918446852518951283e-04,7.386829873457217976e-01
3.927077792722737234e-04,6.975012205154786926e-01
3.935708732926523727e-04,8.253843449211948347e-01
3.944339673130309678e-04,5.206529516009942293e-01
3.952970613334096171e-04,8.265342087933088555e-01
3.961601553537882122e-04,8.304011958745758371e-01
3.970232493741668615e-04,5.636870211058009339e-01
3.978863433945454566e-04,6.352980989177944293e-01
3.987494374149241059e-04,8.368448414390629031e-01
3.996125314353027010e-04,6.864413941574859512e-01
4.004756254556813503e-04,7.663038684730033578e-01
4.013387194760599454e-04,7.608981104356062897e-01
4.022018134964385947e-04,8.567640844593906735e-01
4.030649075168172440e-04,6.955353070999229503e-01
4.039280015371958391e-04,7.211809334307905939e-01
4.047910955575744884e-04,5.805202739308383819e-01
4.056541895779530835e-04,8.493043684835686058e-01
4.065172835983317328e-04,6.614700547420764298e-01
4.073803776187103279e-04,5.655903202193570678e-01
4.082434716390889772e-04,5.882317100725775738e-01
4.091065656594675723e-04,8.976592847102544681e-01
4.099696596798462216e-04,7.819178471312986378e-01
4.108327537002248167e-04,6.887140302086095511e-01
4.116958477206034660e-04,6.158852812227629814e-01
4.125589417409820611e-04,7.485746490408863307e-01
4.134220357613607104e-04,6.460446788148929143e-01
4.142851297817393055e-04,7.494409964412598324e-01
4.151482238021179548e-04,7.258573107228216692e-01
4.160113178224965499e-04,7.776872071072726822e-01
4.168744118428751992e-04,6.869336179511164042e-01
4.177375058632537943e-04,7.065163295142713462e-01
4.186005998836324436e-04,7.720956467708818272e-01
4.194636939040110929e-04,6.789174536995346010e-01
4.203267879243896880e-04,6.330903865301800160e-01
4.211898819447683373e-04,6.286059746494441214e-01
4.220529759651469323e-04,7.182742634351383382e-01
4.229160699855255817e-04,6.896996596323790030e-01
4.237791640059041767e-04,9.594219280056950350e-01
4.246422580262828260e-04,8.162159665334989267e-01
4.255053520466614211e-04,5.926219735375084507e-01
4.263684460670400704e-04,8.217116124111798481e-01
4.272315400874186655e-04,7.204752219823217230e-01
4.280946341077973148e-04,7.830048730590977168e-01
4.289577281281759099e-04,6.379908047019321460e-01
4.298208221485545592e-04,6.172204198857360602e-01
4.306839161689331543e-04,6.813273152347194550e-01
4.315470101893118036e-04,7.350537386451889699e-01
4.324101042096903987e-04,6.619697483907833746e-01
4.332731982300690480e-04,6.815487884382364081e-01
4.341362922504476431e-04,7.752299581610424539e-01
4.349993862708262924e-04,7.023758383236693437e-01
4.358624802912048875e-04,8.699495097783672692e-01
4.367255743115835368e-04,9.007299068586407387e-01
4.375886683319621861e-04,7.441438869257421818e-01
4.384517623523407812e-04,8.434917494964355722e-01
4.393148563727194305e-04,7.454214468666003901e-01
4.401779503930980256e-04,6.611568938748639823e-01
4.410410444134766749e-04,8.673388233553184223e-01
4.419041384338552700e-04,7.447216192114859412e-01
4.427672324542339193e-04,6.521821283671028757e-01
4.436303264746125144e-04,7.007718111419111162e-01
4.444934204949911637e-04,8.650726300126140300e-01
4.453565145153697588e-04,7.543700448517860480e-01
4.462196085357484081e-04,7.138226916327948812e-01
4.470827025561270032e-04,7.533829355529371163e-01
4.479457965765056525e-04,7.620655021161373277e-01
4.488088905968842476e-04,6.545182512620177917e-01
4.496719846172628969e-04,7.932331209558911578e-01
4.505350786376414920e-04,8.167613991656549333e-01
4.513981726580201413e-04,6.765460958900516575e-01
4.522612666783987364e-04,7.542938384550909037e-01
4.531243606987773857e-04,8.040602623281032368e-01
4.539874547191560350e-04,7.552941755192761342e-01
4.548505487395346301e-04,7.275980512206344786e-01
4.557136427599132794e-04,6.077472616599441935e-01
4.565767367802918745e-04,5.185761409624480844e-01
4.574398308006705238e-04,6.478830254045666592e-01
4.583029248210491189e-04,7.495040815539140144e-01
4.591660188414277682e-04,8.036397692596987108e-01
4.600291128618063633e-04,6.137548051517842662e-01
4.608922068821850126e-04,6.755569690014224804e-01
4.617553009025636077e-04,7.486365519662840917e-01
4.626183949229422570e-04,8.682456108187046606e-01
4.634814889433208521e-04,7.536242417783971526e-01
4.643445829636995014e-04,5.818494383424396288e-01
4.652076769840780964e-04,7.709796662001469070e-01
4.660707710044567458e-04,7.244153836531760371e-01
4.669338650248353408e-04,6.669905659816084409e-01
4.677969590452139901e-04,8.483097611663487081e-01
4.686600530655925852e-04,8.626958504307821185e-01
4.695231470859712345e-04,6.299817464563809422e-01
4.703862411063498838e-04,5.411179589986596650e-01
4.712493351267284789e-04,7.470119146200960847e-01
4.721124291471071282e-04,6.851172440742387959e-01
4.729755231674857233e-04,7.958831261122601974e-01
4.738386171878643726e-04,7.127790687409626402e-01
4.747017112082429677e-04,7.780047804851450977e-01
4.755648052286216170e-04,6.520803200487541584e-01
4.764278992490002121e-04,7.033890485529367131e-01
4.772909932693788614e-04,8.266016167214285115e-01
4.781540872897574565e-04,7.493848561226947869e-01
4.790171813101361058e-04,7.139310568239385368e-01
4.798802753305147009e-04,7.933885374898433929e-01
4.807433693508933502e-04,5.902853580652818177e-01
4.816064633712719453e-04,6.822750843751131944e-01
4.824695573916505946e-04,8.316073172690707782e-01
4.833326514120291897e-04,8.348741104398786916e-01
4.841957454324078390e-04,6.362276489354919962e-01
4.850588394527864341e-04,7.509923491627235048e-01
4.859219334731650834e-04,7.447104030374278594e-01
4.867850274935437327e-04,5.623747079532293025e-01
4.876481215139223278e-04,7.482211723712838269e-01
4.885112155343009771e-04,7.909243400060370632e-01
4.893743095546796264e-04,8.542081450252727581e-01
4.902374035750581673e-04,7.497048180432971387e-01
4.911004975954368166e-04,7.043061675990109904e-01
4.919635916158154659e-04,7.032373498039581339e-01
4.928266856361941152e-04,6.698412473012371748e-01
4.936897796565726561e-04,5.717500490382425582e-01
4.945528736769513054e-04,9.615535520881189901e-01
4.954159676973299547e-04,7.141899500222600450e-01
4.962790617177086040e-04,6.594500768815775293e-01
4.971421557380871449e-04,7.893470800887650851e-01
4.980052497584657942e-04,6.999683110261588626e-01
4.988683437788444435e-04,7.487978753060412496e-01
4.997314377992230928e-04,7.993516193599422559e-01
5.005945318196016337e-04,8.780594117799526144e-01
